rec1487419513_28100.npz,38,154,107,192,car
rec1487419513_28300.npz,112,156,142,177,car
rec1487419513_28400.npz,133,156,152,173,car
rec1487419513_28500.npz,139,157,155,171,car
rec1487419513_28600.npz,143,157,158,168,car
rec1487419513_2900.npz,112,156,140,176,car
rec1487419513_29000.npz,152,157,163,166,car
rec1487419513_29000.npz,183,156,192,166,car
rec1487419513_29100.npz,160,157,172,168,car
rec1487419513_29100.npz,191,158,202,167,car
rec1487419513_29200.npz,170,156,179,167,car
rec1487419513_29200.npz,229,159,248,173,car
rec1487419513_31600.npz,109,153,143,178,car
rec1487419513_31600.npz,151,158,165,169,car
rec1487419513_31600.npz,184,158,193,167,car
rec1487419513_32900.npz,46,148,116,190,car
rec1487419513_33400.npz,137,157,152,170,car
rec1487419513_33400.npz,169,158,181,168,car
rec1487419513_33800.npz,2,150,83,203,car
rec1487419513_33800.npz,173,158,186,171,car
rec1487419513_34100.npz,133,157,152,171,car
rec1487419513_34100.npz,177,158,191,169,car
rec1487419513_34200.npz,50,154,113,187,car
rec1487419513_34200.npz,147,158,162,169,car
rec1487419513_34200.npz,179,158,194,170,car
rec1487419513_34300.npz,117,156,148,174,car
rec1487419513_34300.npz,160,158,172,166,car
rec1487419513_34300.npz,182,158,197,172,car
rec1487419513_34400.npz,139,158,159,171,car
rec1487419513_34400.npz,184,158,199,172,car
rec1487419513_34500.npz,8,153,48,173,car
rec1487419513_34500.npz,153,158,171,168,car
rec1487419513_34500.npz,181,157,202,174,car
rec1487419513_34600.npz,163,156,173,168,car
rec1487419513_34600.npz,179,158,197,175,car
rec1487419513_34700.npz,191,158,217,177,car
rec1487419513_34800.npz,61,145,96,171,car
rec1487419513_34800.npz,218,160,250,180,car
rec1487419513_34900.npz,3,160,54,181,car
rec1487419513_34900.npz,251,160,316,195,car
rec1487419513_36500.npz,77,155,127,181,car
rec1487419513_36600.npz,126,155,156,175,car
rec1487419513_36700.npz,145,156,166,170,car
rec1487419513_36800.npz,161,156,178,170,car
rec1487419513_36900.npz,172,157,185,168,car
rec1487419513_37800.npz,29,146,105,190,car
rec1487419513_37900.npz,16,153,44,167,car
rec1487419513_37900.npz,68,152,122,182,car
rec1487419513_37900.npz,169,156,181,168,car
rec1487419513_38000.npz,95,153,131,178,car
rec1487419513_38000.npz,168,155,177,166,car
rec1487419513_38100.npz,3,156,50,205,car
rec1487419513_38100.npz,119,154,144,173,car
rec1487419513_38100.npz,170,156,180,167,car
rec1487419513_38200.npz,65,158,120,182,car
rec1487419513_38200.npz,135,156,152,169,car
rec1487419513_38200.npz,170,157,183,167,car
rec1487419513_38500.npz,40,153,107,188,car
rec1487419513_38500.npz,132,157,150,171,car
rec1487419513_38500.npz,152,156,159,166,car
rec1487419513_38500.npz,169,158,177,166,car
rec1487419513_38700.npz,78,155,126,183,car
rec1487419513_38700.npz,144,158,158,167,car
rec1487419513_38700.npz,172,159,180,166,car
rec1487419513_38800.npz,86,154,133,182,car
rec1487419513_38800.npz,146,156,158,168,car
rec1487419513_38800.npz,173,158,180,166,car
rec1487419513_38900.npz,98,156,138,182,car
rec1487419513_39000.npz,133,155,160,174,car
rec1487419513_39000.npz,177,158,187,166,car
rec1487419513_39100.npz,66,156,85,166,car
rec1487419513_39100.npz,156,158,174,172,car
rec1487419513_39100.npz,186,157,194,166,car
rec1487419513_39200.npz,21,155,59,168,car
rec1487419513_39200.npz,157,156,176,172,car
rec1487419513_39300.npz,163,154,181,171,car
rec1487419513_39300.npz,197,158,209,167,car
rec1487419513_39300.npz,40,152,75,168,car
rec1487419513_39400.npz,160,157,179,169,car
rec1487419513_39400.npz,238,160,258,171,car
rec1487419513_39500.npz,165,157,181,171,car
rec1487419513_39700.npz,169,155,185,171,car
rec1487419513_39900.npz,167,156,183,170,car
rec1487419513_40100.npz,53,156,119,187,car
rec1487419513_40100.npz,168,156,188,171,car
rec1487419513_40200.npz,87,157,133,180,car
rec1487419513_40200.npz,169,156,190,176,car
rec1487419513_40300.npz,112,156,148,176,car
rec1487419513_40300.npz,173,156,197,174,car
rec1487419513_40400.npz,80,159,104,170,car
rec1487419513_40400.npz,152,156,177,176,car
rec1487419513_40400.npz,202,155,232,179,car
rec1487419513_40500.npz,168,156,192,176,car
rec1487419513_40500.npz,222,157,267,183,car
rec1487419513_40500.npz,207,157,225,171,car
rec1487419513_40600.npz,172,157,193,175,car
rec1487419513_40600.npz,216,158,241,174,car
rec1487419513_40600.npz,251,155,329,198,car
rec1487419513_40700.npz,174,156,195,173,car
rec1487419513_40700.npz,226,156,262,178,car
rec1487419513_40800.npz,176,157,194,173,car
rec1487419513_40800.npz,239,155,289,186,car
rec1487419513_40900.npz,259,154,346,201,car
rec1487419513_40900.npz,176,156,192,172,car
rec1487419513_41000.npz,28,164,62,177,car
rec1487419513_41000.npz,176,156,194,170,car
rec1487419513_41100.npz,174,157,190,171,car
rec1487419513_41100.npz,198,156,211,168,car
rec1487419513_41200.npz,175,156,190,170,car
rec1487419513_41200.npz,201,156,211,167,car
rec1487419513_41900.npz,176,156,192,169,car
rec1487419513_41900.npz,202,156,216,168,car
rec1487419513_41900.npz,246,151,333,196,car
rec1487419513_42000.npz,17,157,50,174,car
rec1487419513_42000.npz,174,157,189,170,car
rec1487419513_42000.npz,203,155,222,170,car
rec1487419513_42100.npz,2,155,39,177,car
rec1487419513_42100.npz,77,150,103,167,car
rec1487419513_42100.npz,174,157,189,168,car
rec1487419513_42100.npz,211,154,240,173,car
rec1487419513_42200.npz,76,153,97,167,car
rec1487419513_42200.npz,172,156,188,169,car
rec1487419513_42200.npz,191,158,199,165,car
rec1487419513_42200.npz,229,151,282,185,car
rec1487419513_42900.npz,26,157,84,184,car
rec1487419513_42900.npz,170,158,190,173,car
rec1487419513_42900.npz,209,158,234,173,car
rec1487419513_4300.npz,3,154,69,210,car
rec1487419513_43000.npz,28,165,66,181,car
rec1487419513_43000.npz,177,158,194,171,car
rec1487419513_43000.npz,211,158,239,172,car
rec1487419513_43100.npz,173,159,189,169,car
rec1487419513_43100.npz,210,156,238,175,car
rec1487419513_43200.npz,51,164,75,175,car
rec1487419513_43200.npz,177,160,189,170,car
rec1487419513_43200.npz,216,158,247,175,car
rec1487419513_43300.npz,179,158,193,169,car
rec1487419513_43300.npz,220,158,252,177,car
rec1487419513_43400.npz,69,165,97,177,car
rec1487419513_43400.npz,221,159,262,182,car
rec1487419513_43500.npz,180,157,192,168,car
rec1487419513_43500.npz,218,155,270,186,car
rec1487419513_43600.npz,189,156,201,168,car
rec1487419513_43600.npz,237,155,324,201,car
rec1487419513_43700.npz,280,149,346,215,car
rec1487419513_43700.npz,193,158,206,167,car
rec1487419513_43800.npz,196,157,211,170,car
rec1487419513_43900.npz,193,158,209,168,car
rec1487419513_4400.npz,94,156,132,180,car
rec1487419513_45300.npz,202,158,216,171,car
rec1487419513_45300.npz,180,158,190,170,car
rec1487419513_45300.npz,228,153,279,186,car
rec1487419513_45400.npz,181,157,193,169,car
rec1487419513_45400.npz,207,158,233,173,car
rec1487419513_45500.npz,177,156,193,168,car
rec1487419513_45500.npz,224,156,270,184,car
rec1487419513_46000.npz,153,157,168,168,car
rec1487419513_46500.npz,113,155,146,177,car
rec1487419513_46600.npz,90,158,139,181,car
rec1487419513_46700.npz,75,155,131,182,car
rec1487419513_46800.npz,76,154,132,181,car
rec1487419513_47000.npz,85,155,133,181,car
rec1487419513_47100.npz,103,157,145,178,car
rec1487419513_47200.npz,123,158,150,175,car
rec1487419513_47300.npz,135,160,153,172,car
rec1487419513_5600.npz,177,156,191,171,car
rec1487419513_5700.npz,175,158,189,172,car
rec1487419513_5800.npz,176,157,193,169,car
rec1487419513_58100.npz,259,150,329,191,car
rec1487419513_58600.npz,236,150,287,183,car
rec1487419513_5900.npz,186,158,203,172,car
rec1487419513_59900.npz,1,150,88,203,car
rec1487419513_6000.npz,200,159,226,174,car
rec1487419513_60000.npz,64,152,121,184,car
rec1487419513_60100.npz,99,158,140,177,car
rec1487419513_60200.npz,115,156,144,175,car
rec1487419513_60300.npz,129,158,150,170,car
rec1487419513_60400.npz,141,159,157,169,car
rec1487419513_60900.npz,52,157,122,189,car
rec1487419513_6100.npz,227,158,269,181,car
rec1487419513_61000.npz,92,158,135,178,car
rec1487419513_61100.npz,121,157,143,173,car
rec1487419513_62600.npz,44,139,117,188,car
rec1487419513_62700.npz,89,146,134,179,car
rec1487419513_63800.npz,41,150,110,185,car
rec1487419513_64600.npz,249,158,327,198,car
rec1487419513_64700.npz,209,156,223,167,car
rec1487419513_64800.npz,218,157,233,171,car
rec1487419513_64900.npz,218,153,251,177,car
rec1487419513_65000.npz,239,141,302,191,car
rec1487419513_65800.npz,1,138,93,202,car
rec1487419513_65900.npz,100,150,139,177,car
rec1487419513_66000.npz,129,154,150,171,car
rec1487419513_66100.npz,144,156,158,167,car
rec1487419513_66200.npz,62,159,124,188,car
rec1487419513_66300.npz,109,158,140,176,car
rec1487419513_66300.npz,154,157,162,166,car
rec1487419513_66400.npz,130,156,148,173,car
rec1487419513_66500.npz,143,160,157,169,car
rec1487419513_66800.npz,2,141,91,207,car
rec1487419513_66900.npz,81,151,133,182,car
rec1487419513_67000.npz,122,155,151,174,car
rec1487419513_67100.npz,144,155,158,170,car
rec1487419513_67200.npz,159,157,171,168,car
rec1487419513_68500.npz,26,155,107,193,car
rec1487419513_68600.npz,93,157,133,179,car
rec1487419513_68700.npz,110,158,140,173,car
rec1487419513_68800.npz,131,155,150,171,car
rec1487419513_68900.npz,142,156,155,169,car
rec1487419513_69200.npz,59,160,115,184,car
rec1487419513_69300.npz,116,160,140,176,car
rec1487419513_70600.npz,118,156,144,175,car
rec1487419513_70700.npz,143,158,160,171,car
rec1487419513_70800.npz,148,158,161,169,car
rec1487419513_72400.npz,59,156,119,186,car
rec1487419513_72500.npz,116,158,142,174,car
rec1487419513_72600.npz,140,158,156,168,car
rec1487419513_7300.npz,223,145,273,178,car
rec1487419513_76400.npz,83,151,129,181,car
rec1487419513_76500.npz,118,155,146,176,car
rec1487419513_76600.npz,133,156,155,170,car
rec1487419513_76700.npz,138,156,155,168,car
rec1487419513_76800.npz,144,156,160,169,car
rec1487419513_76900.npz,148,156,163,167,car
rec1487419513_78800.npz,57,156,118,186,car
rec1487419513_78800.npz,171,156,186,168,car
rec1487419513_80100.npz,26,152,120,195,car
rec1487419513_80200.npz,98,156,146,183,car
rec1487419513_80300.npz,125,155,153,179,car
rec1487419513_80400.npz,140,156,168,177,car
rec1487419513_80400.npz,180,156,194,166,car
rec1487419513_87400.npz,47,167,122,201,car
rec1487419513_87400.npz,163,156,175,166,car
rec1487419513_87600.npz,139,159,159,174,car
rec1487419513_87600.npz,167,156,179,166,car
rec1487419513_94500.npz,172,155,194,176,car
rec1487419513_94700.npz,69,156,139,197,car
rec1487419513_94700.npz,170,155,191,177,car
rec1487419513_94800.npz,171,155,192,175,car
rec1487419513_94800.npz,126,158,156,177,car
rec1487419513_94900.npz,172,157,191,173,car
rec1487419513_94900.npz,149,157,164,173,car
rec1487419513_96000.npz,27,145,131,207,car
rec1487419513_96000.npz,180,158,191,169,car
rec1487419513_96100.npz,70,149,140,188,car
rec1487419513_96200.npz,98,153,148,186,car
rec1487419513_96300.npz,106,155,150,181,car
rec1487419513_96400.npz,117,153,153,176,car
rec1487419513_96500.npz,127,156,161,174,car
rec1487419513_96600.npz,128,154,159,176,car
rec1487419513_96700.npz,133,153,160,174,car
rec1487419513_96800.npz,139,154,165,174,car
rec1487419513_96900.npz,135,156,163,173,car
rec1487419513_97000.npz,137,155,163,172,car
rec1487424147_100.npz,1,150,41,208,car
rec1487424147_100.npz,116,159,145,178,car
rec1487424147_1000.npz,129,156,151,173,car
rec1487424147_1000.npz,153,157,166,168,car
rec1487424147_1000.npz,168,157,187,173,car
rec1487424147_10000.npz,140,138,212,203,car
rec1487424147_10000.npz,254,156,287,173,car
rec1487424147_101300.npz,129,155,154,173,car
rec1487424147_101400.npz,156,158,167,168,car
rec1487424147_101500.npz,164,160,174,167,car
rec1487424147_101600.npz,167,159,175,166,car
rec1487424147_102100.npz,130,160,157,175,car
rec1487424147_102200.npz,213,123,263,179,car
rec1487424147_10400.npz,56,156,120,189,car
rec1487424147_10400.npz,158,149,199,186,car
rec1487424147_10400.npz,263,154,317,181,car
rec1487424147_104600.npz,1,150,92,202,car
rec1487424147_104700.npz,160,160,178,172,car
rec1487424147_104800.npz,80,157,98,165,car
rec1487424147_104800.npz,171,160,183,168,car
rec1487424147_10500.npz,112,159,144,179,car
rec1487424147_10500.npz,166,152,199,181,car
rec1487424147_10500.npz,301,153,346,177,car
rec1487424147_105600.npz,145,159,173,180,car
rec1487424147_105700.npz,172,160,189,173,car
rec1487424147_105700.npz,223,157,303,184,car
rec1487424147_105800.npz,180,160,195,170,car
rec1487424147_105900.npz,178,159,189,169,car
rec1487424147_10600.npz,164,150,199,180,car
rec1487424147_106000.npz,174,159,185,168,car
rec1487424147_10700.npz,163,150,201,182,car
rec1487424147_10800.npz,159,147,205,187,car
rec1487424147_10800.npz,298,151,346,177,car
rec1487424147_10900.npz,149,143,208,195,car
rec1487424147_109400.npz,195,160,208,169,car
rec1487424147_109500.npz,195,159,211,170,car
rec1487424147_109600.npz,197,159,214,171,car
rec1487424147_109700.npz,206,160,226,173,car
rec1487424147_109800.npz,212,160,239,177,car
rec1487424147_109900.npz,220,160,262,180,car
rec1487424147_1100.npz,2,131,95,206,car
rec1487424147_1100.npz,165,156,188,175,car
rec1487424147_11000.npz,146,143,209,194,car
rec1487424147_110000.npz,244,158,314,190,car
rec1487424147_110900.npz,222,158,269,185,car
rec1487424147_110900.npz,182,156,190,165,car
rec1487424147_11100.npz,11,160,101,193,car
rec1487424147_11100.npz,141,141,210,197,car
rec1487424147_111000.npz,187,156,197,166,car
rec1487424147_111100.npz,188,154,202,167,car
rec1487424147_111200.npz,195,153,213,169,car
rec1487424147_111300.npz,208,145,242,179,car
rec1487424147_111500.npz,196,150,208,165,car
rec1487424147_111700.npz,211,113,278,178,car
rec1487424147_11200.npz,76,135,140,182,car
rec1487424147_11200.npz,149,145,206,195,car
rec1487424147_112100.npz,199,145,220,169,car
rec1487424147_11300.npz,149,145,209,200,car
rec1487424147_113700.npz,212,160,237,176,car
rec1487424147_113800.npz,234,159,285,188,car
rec1487424147_11400.npz,53,152,116,183,car
rec1487424147_11400.npz,149,143,208,196,car
rec1487424147_11500.npz,87,157,127,182,car
rec1487424147_11500.npz,157,146,205,184,car
rec1487424147_11600.npz,166,152,199,182,car
rec1487424147_11600.npz,131,158,149,172,car
rec1487424147_116400.npz,245,158,312,194,car
rec1487424147_116400.npz,199,155,215,167,car
rec1487424147_116500.npz,60,161,98,173,car
rec1487424147_116500.npz,208,151,237,172,car
rec1487424147_11700.npz,172,152,204,181,car
rec1487424147_117000.npz,199,160,213,170,car
rec1487424147_117400.npz,197,150,216,169,car
rec1487424147_11800.npz,171,154,201,180,car
rec1487424147_11800.npz,260,152,299,168,car
rec1487424147_118100.npz,203,160,221,170,car
rec1487424147_118200.npz,228,159,264,182,car
rec1487424147_11900.npz,169,150,200,177,car
rec1487424147_11900.npz,145,157,157,165,car
rec1487424147_11900.npz,291,146,344,169,car
rec1487424147_1200.npz,134,157,156,174,car
rec1487424147_1200.npz,86,156,107,170,car
rec1487424147_1200.npz,168,156,192,176,car
rec1487424147_12000.npz,90,156,124,178,car
rec1487424147_12000.npz,144,156,159,168,car
rec1487424147_12000.npz,167,152,196,177,car
rec1487424147_12100.npz,35,146,109,186,car
rec1487424147_12100.npz,172,152,205,175,car
rec1487424147_12100.npz,133,160,147,170,car
rec1487424147_121000.npz,47,155,80,167,car
rec1487424147_12200.npz,1,150,56,204,car
rec1487424147_12200.npz,187,150,224,180,car
rec1487424147_12200.npz,83,158,109,170,car
rec1487424147_122200.npz,210,157,235,174,car
rec1487424147_12300.npz,232,145,303,182,car
rec1487424147_12300.npz,60,159,94,169,car
rec1487424147_12300.npz,129,160,143,171,car
rec1487424147_12400.npz,85,158,120,182,car
rec1487424147_12400.npz,22,156,68,171,car
rec1487424147_124200.npz,181,159,192,168,car
rec1487424147_124200.npz,216,158,244,174,car
rec1487424147_124400.npz,191,161,205,169,car
rec1487424147_124500.npz,197,160,212,170,car
rec1487424147_124600.npz,198,160,222,173,car
rec1487424147_124700.npz,55,156,95,169,car
rec1487424147_124700.npz,208,160,242,178,car
rec1487424147_124800.npz,237,158,317,197,car
rec1487424147_126000.npz,199,160,211,167,car
rec1487424147_126100.npz,209,160,233,175,car
rec1487424147_126200.npz,252,157,346,204,car
rec1487424147_12700.npz,57,154,95,181,car
rec1487424147_12700.npz,153,146,205,178,car
rec1487424147_12800.npz,1,153,49,191,car
rec1487424147_12800.npz,144,144,191,185,car
rec1487424147_128500.npz,199,146,226,170,car
rec1487424147_12900.npz,120,132,206,200,car
rec1487424147_129400.npz,208,160,234,174,car
rec1487424147_129400.npz,132,156,142,164,car
rec1487424147_129500.npz,226,159,282,188,car
rec1487424147_1300.npz,1,149,34,177,car
rec1487424147_1300.npz,161,154,195,181,car
rec1487424147_13000.npz,114,128,209,212,car
rec1487424147_130000.npz,35,150,63,166,car
rec1487424147_130000.npz,90,149,116,165,car
rec1487424147_130500.npz,197,156,218,173,car
rec1487424147_130600.npz,203,155,237,179,car
rec1487424147_130700.npz,251,133,345,214,car
rec1487424147_13100.npz,120,133,205,208,car
rec1487424147_13100.npz,1,155,23,178,car
rec1487424147_131700.npz,112,148,137,164,car
rec1487424147_13200.npz,127,137,196,202,car
rec1487424147_132600.npz,201,159,217,171,car
rec1487424147_132700.npz,233,159,285,185,car
rec1487424147_13300.npz,118,131,204,211,car
rec1487424147_133700.npz,198,159,211,169,car
rec1487424147_133900.npz,212,158,240,174,car
rec1487424147_13400.npz,121,132,204,208,car
rec1487424147_134000.npz,239,154,301,188,car
rec1487424147_134100.npz,36,155,72,169,car
rec1487424147_134900.npz,215,160,246,175,car
rec1487424147_13500.npz,134,139,201,202,car
rec1487424147_13600.npz,159,148,199,186,car
rec1487424147_136100.npz,24,151,104,190,car
rec1487424147_136200.npz,113,158,143,175,car
rec1487424147_136300.npz,25,154,62,166,car
rec1487424147_136300.npz,147,158,166,172,car
rec1487424147_136400.npz,167,158,180,169,car
rec1487424147_136500.npz,174,158,184,166,car
rec1487424147_136600.npz,178,159,189,168,car
rec1487424147_136700.npz,64,154,96,164,car
rec1487424147_136700.npz,179,160,186,167,car
rec1487424147_13700.npz,194,151,220,174,car
rec1487424147_137400.npz,135,150,151,163,car
rec1487424147_137400.npz,173,158,187,168,car
rec1487424147_137400.npz,195,159,205,168,car
rec1487424147_137500.npz,174,159,189,171,car
rec1487424147_137500.npz,190,160,199,168,car
rec1487424147_137500.npz,214,161,235,176,car
rec1487424147_137600.npz,174,159,192,172,car
rec1487424147_137600.npz,198,161,211,171,car
rec1487424147_137700.npz,173,159,189,172,car
rec1487424147_137700.npz,205,160,223,173,car
rec1487424147_137800.npz,178,159,197,174,car
rec1487424147_137800.npz,227,160,268,182,car
rec1487424147_137900.npz,175,158,193,172,car
rec1487424147_138000.npz,173,158,191,174,car
rec1487424147_138100.npz,170,157,186,172,car
rec1487424147_138100.npz,1,114,78,174,car
rec1487424147_13900.npz,195,160,256,185,car
rec1487424147_139700.npz,205,159,233,176,car
rec1487424147_139800.npz,247,155,337,207,car
rec1487424147_139800.npz,111,161,125,169,car
rec1487424147_1400.npz,4,146,108,199,car
rec1487424147_1400.npz,157,155,195,182,car
rec1487424147_14200.npz,137,158,192,174,car
rec1487424147_14400.npz,29,155,114,184,car
rec1487424147_14400.npz,147,160,200,177,car
rec1487424147_14400.npz,214,159,255,174,car
rec1487424147_14400.npz,256,148,301,177,car
rec1487424147_144900.npz,118,152,148,174,car
rec1487424147_144900.npz,165,158,188,174,car
rec1487424147_14500.npz,1,150,81,206,car
rec1487424147_14500.npz,100,154,162,185,car
rec1487424147_14500.npz,176,159,200,176,car
rec1487424147_14500.npz,212,151,242,176,car
rec1487424147_145100.npz,209,158,243,185,car
rec1487424147_145200.npz,254,161,311,190,car
rec1487424147_145200.npz,197,147,217,170,car
rec1487424147_145300.npz,207,144,233,171,car
rec1487424147_145400.npz,211,129,260,175,car
rec1487424147_14600.npz,1,151,71,197,car
rec1487424147_14600.npz,74,156,117,182,car
rec1487424147_14600.npz,119,154,141,173,car
rec1487424147_14600.npz,242,154,312,182,car
rec1487424147_14600.npz,162,153,187,175,car
rec1487424147_14600.npz,134,143,152,168,car
rec1487424147_146600.npz,173,157,189,170,car
rec1487424147_14700.npz,103,132,151,171,car
rec1487424147_14700.npz,168,154,187,171,car
rec1487424147_147400.npz,170,159,188,172,car
rec1487424147_147500.npz,170,159,187,170,car
rec1487424147_147600.npz,168,158,186,172,car
rec1487424147_147700.npz,167,159,183,170,car
rec1487424147_147800.npz,167,159,182,168,car
rec1487424147_147800.npz,53,159,76,167,car
rec1487424147_148200.npz,37,135,109,165,car
rec1487424147_148200.npz,171,158,187,170,car
rec1487424147_14900.npz,1,154,27,171,car
rec1487424147_14900.npz,33,160,101,189,car
rec1487424147_14900.npz,109,160,138,179,car
rec1487424147_14900.npz,172,156,190,172,car
rec1487424147_14900.npz,300,157,337,177,car
rec1487424147_1500.npz,160,156,191,177,car
rec1487424147_1500.npz,148,158,162,169,car
rec1487424147_15000.npz,60,155,114,184,car
rec1487424147_15000.npz,126,160,147,172,car
rec1487424147_15000.npz,169,155,188,169,car
rec1487424147_150900.npz,168,160,186,173,car
rec1487424147_15100.npz,2,150,60,197,car
rec1487424147_15100.npz,92,156,126,177,car
rec1487424147_151000.npz,164,161,181,173,car
rec1487424147_151100.npz,170,159,185,171,car
rec1487424147_151200.npz,1,150,102,198,car
rec1487424147_151200.npz,175,160,190,171,car
rec1487424147_151300.npz,103,157,142,179,car
rec1487424147_151300.npz,174,161,187,171,car
rec1487424147_151400.npz,9,152,103,199,car
rec1487424147_151400.npz,133,158,155,174,car
rec1487424147_151400.npz,176,161,187,170,car
rec1487424147_151500.npz,108,157,141,179,car
rec1487424147_151500.npz,146,160,162,170,car
rec1487424147_151500.npz,177,161,186,167,car
rec1487424147_151800.npz,13,158,97,194,car
rec1487424147_152000.npz,134,160,157,174,car
rec1487424147_15700.npz,7,155,95,196,car
rec1487424147_15700.npz,188,156,203,166,car
rec1487424147_15800.npz,122,158,146,173,car
rec1487424147_15800.npz,155,158,167,166,car
rec1487424147_15800.npz,184,153,198,167,car
rec1487424147_15900.npz,33,157,91,185,car
rec1487424147_15900.npz,173,155,193,169,car
rec1487424147_1600.npz,41,150,110,188,car
rec1487424147_1600.npz,164,157,190,179,car
rec1487424147_1600.npz,147,158,161,170,car
rec1487424147_16000.npz,170,151,193,173,car
rec1487424147_16000.npz,259,154,306,165,car
rec1487424147_16100.npz,167,149,198,178,car
rec1487424147_16200.npz,164,148,203,185,car
rec1487424147_16300.npz,57,159,92,179,car
rec1487424147_16300.npz,154,143,214,192,car
rec1487424147_16400.npz,78,161,95,174,car
rec1487424147_16400.npz,155,140,219,200,car
rec1487424147_16500.npz,1,156,35,189,car
rec1487424147_16500.npz,154,142,220,196,car
rec1487424147_16600.npz,63,162,92,177,car
rec1487424147_16600.npz,182,149,230,186,car
rec1487424147_16700.npz,32,164,65,179,car
rec1487424147_16700.npz,248,147,303,177,car
rec1487424147_16700.npz,185,156,207,168,car
rec1487424147_16800.npz,269,152,309,168,car
rec1487424147_16900.npz,226,160,298,185,car
rec1487424147_1700.npz,1,144,83,203,car
rec1487424147_1700.npz,151,154,193,186,car
rec1487424147_17000.npz,78,164,109,177,car
rec1487424147_17100.npz,6,164,70,188,car
rec1487424147_17100.npz,151,163,169,175,car
rec1487424147_17200.npz,51,160,106,185,car
rec1487424147_17200.npz,120,160,143,174,car
rec1487424147_17300.npz,20,148,96,187,car
rec1487424147_17300.npz,136,160,148,169,car
rec1487424147_17400.npz,123,160,144,174,car
rec1487424147_17400.npz,144,159,155,168,car
rec1487424147_17600.npz,79,156,115,176,car
rec1487424147_17600.npz,137,157,150,167,car
rec1487424147_17700.npz,102,159,130,173,car
rec1487424147_17700.npz,138,159,148,167,car
rec1487424147_17900.npz,135,160,150,171,car
rec1487424147_1800.npz,152,153,188,181,car
rec1487424147_18000.npz,90,156,124,178,car
rec1487424147_18400.npz,9,163,82,192,car
rec1487424147_18900.npz,208,157,234,171,car
rec1487424147_18900.npz,318,153,336,163,car
rec1487424147_1900.npz,158,157,183,175,car
rec1487424147_19200.npz,3,161,58,179,car
rec1487424147_19200.npz,155,160,179,170,car
rec1487424147_19300.npz,98,160,136,176,car
rec1487424147_19300.npz,152,162,166,170,car
rec1487424147_19800.npz,84,158,136,188,car
rec1487424147_19900.npz,140,157,164,174,car
rec1487424147_19900.npz,15,159,60,171,car
rec1487424147_2000.npz,160,157,178,172,car
rec1487424147_20000.npz,159,160,175,171,car
rec1487424147_2100.npz,159,158,176,172,car
rec1487424147_2300.npz,146,156,163,172,car
rec1487424147_2400.npz,4,152,75,199,car
rec1487424147_2400.npz,300,156,338,176,car
rec1487424147_2400.npz,143,157,159,168,car
rec1487424147_2400.npz,115,160,129,166,car
